date,year,month,maker,vehicle_category,electric_vehicles_sold,cumulative_sales,maker_rank,market_position,leader_gap_pct,performance_vs_avg,market_share_fraction,hhi_index,market_concentration,effective_competitors,market_share_tier,share_change_status,dual_segment_presence,primary_segment,primary_segment_contribution,segment_specialization
2023-10-01,2023,October,KIA Motors,4-Wheelers,39,433,9.0,Top 10,99.0,-0.95,0.0054091539528432,0.3842371417414171,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2021-11-01,2021,November,Tata Motors,4-Wheelers,1036,4922,1.0,Market Leader,0.0,5.38,0.6375384615384615,0.4925792189349112,Highly Concentrated,2.0,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2021-11-01,2021,November,MG Motor,4-Wheelers,118,1395,3.0,Top 3,88.61,-0.27,0.0726153846153846,0.4925792189349112,Highly Concentrated,2.0,5-10%,Strong Loss,0,4-Wheelers,1.0,1.0
2021-11-01,2021,November,Mahindra and Mahindra,4-Wheelers,462,1837,2.0,Top 3,55.41,1.84,0.2843076923076923,0.4925792189349112,Highly Concentrated,2.0,20-30%,Slight Gain,0,4-Wheelers,1.0,1.0
2021-11-01,2021,November,Hyundai Motor,4-Wheelers,7,74,4.0,Top 5,99.32,-0.96,0.0043076923076923,0.4925792189349112,Highly Concentrated,2.0,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2021-11-01,2021,November,Mercedes-Benz AG,4-Wheelers,2,15,5.0,Top 5,99.81,-0.99,0.0012307692307692,0.4925792189349112,Highly Concentrated,2.0,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-11-01,2022,November,Tata Motors,4-Wheelers,2264,29234,1.0,Market Leader,0.0,4.69,0.5692733215991954,0.4102316633440878,Highly Concentrated,2.4,>30%,Strong Loss,0,4-Wheelers,1.0,1.0
2022-11-01,2022,November,MG Motor,4-Wheelers,464,3615,3.0,Top 3,79.51,0.17,0.1166708574302237,0.4102316633440878,Highly Concentrated,2.4,10-20%,Strong Gain,0,4-Wheelers,1.0,1.0
2022-11-01,2022,November,Mahindra and Mahindra,4-Wheelers,1067,11344,2.0,Top 3,52.87,1.68,0.2682926829268293,0.4102316633440878,Highly Concentrated,2.4,20-30%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-11-01,2022,November,BYD India,4-Wheelers,39,293,6.0,Top 10,98.28,-0.9,0.009806386723661,0.4102316633440878,Highly Concentrated,2.4,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-11-01,2022,November,Hyundai Motor,4-Wheelers,59,463,5.0,Top 5,97.39,-0.85,0.0148353029922051,0.4102316633440878,Highly Concentrated,2.4,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-11-01,2022,November,BMW India,4-Wheelers,14,91,7.0,Top 10,99.38,-0.96,0.0035202413879808,0.4102316633440878,Highly Concentrated,2.4,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-11-01,2022,November,Mercedes-Benz AG,4-Wheelers,4,55,9.0,Top 10,99.82,-0.99,0.0010057832537088,0.4102316633440878,Highly Concentrated,2.4,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-11-01,2022,November,Volvo Auto India,4-Wheelers,5,9,8.0,Top 10,99.78,-0.99,0.001257229067136,0.4102316633440878,Highly Concentrated,2.4,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-11-01,2022,November,KIA Motors,4-Wheelers,61,90,4.0,Top 5,97.31,-0.85,0.0153381946190595,0.4102316633440878,Highly Concentrated,2.4,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-11-01,2023,November,Tata Motors,4-Wheelers,4432,66681,1.0,Market Leader,0.0,5.29,0.6293666571996592,0.4385308629417959,Highly Concentrated,2.3,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2023-11-01,2023,November,MG Motor,4-Wheelers,723,10378,3.0,Top 3,83.69,0.03,0.1026696961090599,0.4385308629417959,Highly Concentrated,2.3,10-20%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-11-01,2023,November,Mahindra and Mahindra,4-Wheelers,1222,37862,2.0,Top 3,72.43,0.74,0.1735302470888952,0.4385308629417959,Highly Concentrated,2.3,10-20%,Strong Loss,0,4-Wheelers,1.0,1.0
2023-11-01,2023,November,BYD India,4-Wheelers,106,1884,6.0,Top 10,97.61,-0.85,0.015052541891508,0.4385308629417959,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-11-01,2023,November,Hyundai Motor,4-Wheelers,125,1641,5.0,Top 5,97.18,-0.82,0.0177506390230048,0.4385308629417959,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-11-01,2023,November,PCA Automobiles,4-Wheelers,98,1427,7.0,Top 10,97.79,-0.86,0.0139165009940357,0.4385308629417959,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-11-01,2023,November,BMW India,4-Wheelers,215,965,4.0,Top 5,95.15,-0.69,0.0305310991195683,0.4385308629417959,Highly Concentrated,2.3,<5%,Strong Gain,0,4-Wheelers,1.0,1.0
2023-11-01,2023,November,Mercedes-Benz AG,4-Wheelers,35,253,9.0,Top 10,99.21,-0.95,0.0049701789264413,0.4385308629417959,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-11-01,2023,November,Volvo Auto India,4-Wheelers,57,405,8.0,Top 10,98.71,-0.92,0.0080942913944902,0.4385308629417959,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-11-01,2023,November,KIA Motors,4-Wheelers,29,462,10.0,Top 10,99.35,-0.96,0.0041181482533371,0.4385308629417959,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2021-12-01,2021,December,Tata Motors,4-Wheelers,1952,6874,1.0,Market Leader,0.0,6.46,0.7464627151051625,0.6032136994614831,Highly Concentrated,1.7,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2021-12-01,2021,December,MG Motor,4-Wheelers,99,1494,3.0,Top 3,94.93,-0.62,0.0378585086042065,0.6032136994614831,Highly Concentrated,1.7,<5%,Strong Loss,0,4-Wheelers,1.0,1.0
2021-12-01,2021,December,Mahindra and Mahindra,4-Wheelers,552,2389,2.0,Top 3,71.72,1.11,0.2110898661567877,0.6032136994614831,Highly Concentrated,1.7,20-30%,Strong Loss,0,4-Wheelers,1.0,1.0
2021-12-01,2021,December,BYD India,4-Wheelers,1,1,5.0,Top 5,99.95,-1.0,0.0003824091778202,0.6032136994614831,Highly Concentrated,1.7,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2021-12-01,2021,December,Hyundai Motor,4-Wheelers,10,84,4.0,Top 5,99.49,-0.96,0.0038240917782026,0.6032136994614831,Highly Concentrated,1.7,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2021-12-01,2021,December,Mercedes-Benz AG,4-Wheelers,1,16,5.0,Top 5,99.95,-1.0,0.0003824091778202,0.6032136994614831,Highly Concentrated,1.7,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-12-01,2022,December,Tata Motors,4-Wheelers,1992,31226,1.0,Market Leader,0.0,4.2,0.5195618153364632,0.3876764713165486,Highly Concentrated,2.6,>30%,Strong Loss,0,4-Wheelers,1.0,1.0
2022-12-01,2022,December,MG Motor,4-Wheelers,363,3978,3.0,Top 3,81.78,-0.05,0.094679186228482,0.3876764713165486,Highly Concentrated,2.6,5-10%,Strong Loss,0,4-Wheelers,1.0,1.0
2022-12-01,2022,December,Mahindra and Mahindra,4-Wheelers,1260,12604,2.0,Top 3,36.75,2.29,0.3286384976525822,0.3876764713165486,Highly Concentrated,2.6,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2022-12-01,2022,December,BYD India,4-Wheelers,37,330,6.0,Top 10,98.14,-0.9,0.0096504955659885,0.3876764713165486,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-12-01,2022,December,Hyundai Motor,4-Wheelers,68,531,4.0,Top 5,96.59,-0.82,0.0177360459050599,0.3876764713165486,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-12-01,2022,December,BMW India,4-Wheelers,27,118,7.0,Top 10,98.64,-0.93,0.0070422535211267,0.3876764713165486,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-12-01,2022,December,Mercedes-Benz AG,4-Wheelers,6,61,9.0,Top 10,99.7,-0.98,0.001564945226917,0.3876764713165486,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-12-01,2022,December,Volvo Auto India,4-Wheelers,16,25,8.0,Top 10,99.2,-0.96,0.0041731872717788,0.3876764713165486,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-12-01,2022,December,KIA Motors,4-Wheelers,65,155,5.0,Top 5,96.74,-0.83,0.0169535732916014,0.3876764713165486,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-12-01,2023,December,Tata Motors,4-Wheelers,4893,71574,1.0,Market Leader,0.0,5.8,0.6804338756779308,0.4949098230202114,Highly Concentrated,2.0,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2023-12-01,2023,December,MG Motor,4-Wheelers,753,11131,3.0,Top 3,84.61,0.05,0.1047142261159783,0.4949098230202114,Highly Concentrated,2.0,10-20%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-12-01,2023,December,Mahindra and Mahindra,4-Wheelers,1015,38877,2.0,Top 3,79.26,0.41,0.1411486580447782,0.4949098230202114,Highly Concentrated,2.0,10-20%,Strong Loss,0,4-Wheelers,1.0,1.0
2023-12-01,2023,December,BYD India,4-Wheelers,135,2019,5.0,Top 5,97.24,-0.81,0.0187734668335419,0.4949098230202114,Highly Concentrated,2.0,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-12-01,2023,December,Hyundai Motor,4-Wheelers,97,1738,6.0,Top 10,98.02,-0.87,0.013489083576693,0.4949098230202114,Highly Concentrated,2.0,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-12-01,2023,December,PCA Automobiles,4-Wheelers,40,1467,9.0,Top 10,99.18,-0.94,0.0055625086914198,0.4949098230202114,Highly Concentrated,2.0,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-12-01,2023,December,BMW India,4-Wheelers,137,1102,4.0,Top 5,97.2,-0.81,0.0190515922681129,0.4949098230202114,Highly Concentrated,2.0,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-12-01,2023,December,Mercedes-Benz AG,4-Wheelers,51,304,7.0,Top 10,98.96,-0.93,0.0070921985815602,0.4949098230202114,Highly Concentrated,2.0,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-12-01,2023,December,Volvo Auto India,4-Wheelers,47,452,8.0,Top 10,99.04,-0.93,0.0065359477124183,0.4949098230202114,Highly Concentrated,2.0,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-12-01,2023,December,KIA Motors,4-Wheelers,23,485,10.0,Top 10,99.53,-0.97,0.0031984424975664,0.4949098230202114,Highly Concentrated,2.0,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-01-01,2022,January,Tata Motors,4-Wheelers,1012,7886,1.0,Market Leader,0.0,5.53,0.6529032258064517,0.5208024973985432,Highly Concentrated,1.9,>30%,Strong Loss,0,4-Wheelers,1.0,1.0
2022-01-01,2022,January,MG Motor,4-Wheelers,48,1542,3.0,Top 3,95.26,-0.69,0.0309677419354838,0.5208024973985432,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-01-01,2022,January,Mahindra and Mahindra,4-Wheelers,474,2863,2.0,Top 3,53.16,2.06,0.3058064516129032,0.5208024973985432,Highly Concentrated,1.9,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2022-01-01,2022,January,BYD India,4-Wheelers,8,9,4.0,Top 5,99.21,-0.95,0.0051612903225806,0.5208024973985432,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-01-01,2022,January,Hyundai Motor,4-Wheelers,6,90,5.0,Top 5,99.41,-0.96,0.0038709677419354,0.5208024973985432,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-01-01,2022,January,Mercedes-Benz AG,4-Wheelers,2,18,6.0,Top 10,99.8,-0.99,0.0012903225806451,0.5208024973985432,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-01-01,2023,January,Tata Motors,4-Wheelers,1812,33038,1.0,Market Leader,0.0,4.27,0.5270506108202443,0.3675007893505192,Highly Concentrated,2.7,>30%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-01-01,2023,January,MG Motor,4-Wheelers,313,4291,3.0,Top 3,82.73,-0.09,0.0910413030831879,0.3675007893505192,Highly Concentrated,2.7,5-10%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-01-01,2023,January,Mahindra and Mahindra,4-Wheelers,967,13571,2.0,Top 3,46.63,1.81,0.2812681791739383,0.3675007893505192,Highly Concentrated,2.7,20-30%,Strong Loss,0,4-Wheelers,1.0,1.0
2023-01-01,2023,January,BYD India,4-Wheelers,101,431,4.0,Top 5,94.43,-0.71,0.0293775450843513,0.3675007893505192,Highly Concentrated,2.7,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-01-01,2023,January,Hyundai Motor,4-Wheelers,84,615,6.0,Top 10,95.36,-0.76,0.0244328097731239,0.3675007893505192,Highly Concentrated,2.7,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-01-01,2023,January,BMW India,4-Wheelers,91,209,5.0,Top 5,94.98,-0.74,0.0264688772542175,0.3675007893505192,Highly Concentrated,2.7,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-01-01,2023,January,Mercedes-Benz AG,4-Wheelers,14,75,9.0,Top 10,99.23,-0.96,0.0040721349621873,0.3675007893505192,Highly Concentrated,2.7,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-01-01,2023,January,Volvo Auto India,4-Wheelers,21,46,8.0,Top 10,98.84,-0.94,0.0061082024432809,0.3675007893505192,Highly Concentrated,2.7,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-01-01,2023,January,KIA Motors,4-Wheelers,35,190,7.0,Top 10,98.07,-0.9,0.0101803374054682,0.3675007893505192,Highly Concentrated,2.7,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-01-01,2024,January,Tata Motors,4-Wheelers,5674,77248,1.0,Market Leader,0.0,6.12,0.7120983935742972,0.5334859140376768,Highly Concentrated,1.9,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2024-01-01,2024,January,MG Motor,4-Wheelers,908,12039,2.0,Top 3,84.0,0.14,0.1139558232931726,0.5334859140376768,Highly Concentrated,1.9,10-20%,Slight Gain,0,4-Wheelers,1.0,1.0
2024-01-01,2024,January,Mahindra and Mahindra,4-Wheelers,896,39773,3.0,Top 3,84.21,0.12,0.1124497991967871,0.5334859140376768,Highly Concentrated,1.9,10-20%,Strong Loss,0,4-Wheelers,1.0,1.0
2024-01-01,2024,January,BYD India,4-Wheelers,123,2142,5.0,Top 5,97.83,-0.85,0.0154367469879518,0.5334859140376768,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-01-01,2024,January,Hyundai Motor,4-Wheelers,128,1866,4.0,Top 5,97.74,-0.84,0.0160642570281124,0.5334859140376768,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2024-01-01,2024,January,PCA Automobiles,4-Wheelers,23,1490,9.0,Top 10,99.59,-0.97,0.0028865461847389,0.5334859140376768,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-01-01,2024,January,BMW India,4-Wheelers,116,1218,6.0,Top 10,97.96,-0.85,0.0145582329317269,0.5334859140376768,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-01-01,2024,January,Mercedes-Benz AG,4-Wheelers,29,333,8.0,Top 10,99.49,-0.96,0.0036395582329317,0.5334859140376768,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-01-01,2024,January,Volvo Auto India,4-Wheelers,42,494,7.0,Top 10,99.26,-0.95,0.0052710843373493,0.5334859140376768,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-01-01,2024,January,KIA Motors,4-Wheelers,29,514,8.0,Top 10,99.49,-0.96,0.0036395582329317,0.5334859140376768,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-02-01,2022,February,Tata Motors,4-Wheelers,1922,9808,1.0,Market Leader,0.0,6.85,0.7848101265822784,0.654197069795073,Highly Concentrated,1.5,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2022-02-01,2022,February,MG Motor,4-Wheelers,30,1572,3.0,Top 3,98.44,-0.88,0.0122498979175173,0.654197069795073,Highly Concentrated,1.5,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-02-01,2022,February,Mahindra and Mahindra,4-Wheelers,478,3341,2.0,Top 3,75.13,0.95,0.1951817068191098,0.654197069795073,Highly Concentrated,1.5,10-20%,Strong Loss,0,4-Wheelers,1.0,1.0
2022-02-01,2022,February,BYD India,4-Wheelers,10,19,4.0,Top 5,99.48,-0.96,0.0040832993058391,0.654197069795073,Highly Concentrated,1.5,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-02-01,2022,February,Hyundai Motor,4-Wheelers,6,96,5.0,Top 5,99.69,-0.98,0.0024499795835034,0.654197069795073,Highly Concentrated,1.5,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-02-01,2022,February,Mercedes-Benz AG,4-Wheelers,3,21,6.0,Top 10,99.84,-0.99,0.0012249897917517,0.654197069795073,Highly Concentrated,1.5,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-02-01,2023,February,Tata Motors,4-Wheelers,2651,35689,1.0,Market Leader,0.0,4.57,0.5574011774600505,0.4188683622864766,Highly Concentrated,2.4,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2023-02-01,2023,February,MG Motor,4-Wheelers,261,4552,3.0,Top 3,90.15,-0.45,0.0548780487804878,0.4188683622864766,Highly Concentrated,2.4,5-10%,Strong Loss,0,4-Wheelers,1.0,1.0
2023-02-01,2023,February,Mahindra and Mahindra,4-Wheelers,1531,15102,2.0,Top 3,42.25,2.22,0.3219091673675357,0.4188683622864766,Highly Concentrated,2.4,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2023-02-01,2023,February,BYD India,4-Wheelers,174,605,4.0,Top 5,93.44,-0.63,0.0365853658536585,0.4188683622864766,Highly Concentrated,2.4,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-02-01,2023,February,Hyundai Motor,4-Wheelers,36,651,6.0,Top 10,98.64,-0.92,0.0075693860386879,0.4188683622864766,Highly Concentrated,2.4,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-02-01,2023,February,BMW India,4-Wheelers,43,252,5.0,Top 5,98.38,-0.91,0.0090412111017661,0.4188683622864766,Highly Concentrated,2.4,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-02-01,2023,February,Mercedes-Benz AG,4-Wheelers,12,87,9.0,Top 10,99.55,-0.97,0.0025231286795626,0.4188683622864766,Highly Concentrated,2.4,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-02-01,2023,February,Volvo Auto India,4-Wheelers,26,72,7.0,Top 10,99.02,-0.95,0.005466778805719,0.4188683622864766,Highly Concentrated,2.4,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-02-01,2023,February,KIA Motors,4-Wheelers,22,212,8.0,Top 10,99.17,-0.95,0.0046257359125315,0.4188683622864766,Highly Concentrated,2.4,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-02-01,2024,February,Tata Motors,4-Wheelers,5081,82329,1.0,Market Leader,0.0,6.17,0.7168453724604966,0.5384860639417272,Highly Concentrated,1.9,>30%,Slight Gain,0,4-Wheelers,1.0,1.0
2024-02-01,2024,February,MG Motor,4-Wheelers,829,12868,2.0,Top 3,83.68,0.17,0.1169582392776523,0.5384860639417272,Highly Concentrated,1.9,10-20%,Slight Gain,0,4-Wheelers,1.0,1.0
2024-02-01,2024,February,Mahindra and Mahindra,4-Wheelers,712,40485,3.0,Top 3,85.99,0.0,0.100451467268623,0.5384860639417272,Highly Concentrated,1.9,10-20%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-02-01,2024,February,BYD India,4-Wheelers,135,2277,4.0,Top 5,97.34,-0.81,0.0190462753950338,0.5384860639417272,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2024-02-01,2024,February,Hyundai Motor,4-Wheelers,94,1960,6.0,Top 10,98.15,-0.87,0.0132618510158013,0.5384860639417272,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-02-01,2024,February,PCA Automobiles,4-Wheelers,64,1554,7.0,Top 10,98.74,-0.91,0.0090293453724604,0.5384860639417272,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2024-02-01,2024,February,BMW India,4-Wheelers,97,1315,5.0,Top 5,98.09,-0.86,0.0136851015801354,0.5384860639417272,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-02-01,2024,February,Mercedes-Benz AG,4-Wheelers,24,357,9.0,Top 10,99.53,-0.97,0.0033860045146726,0.5384860639417272,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-02-01,2024,February,Volvo Auto India,4-Wheelers,35,529,8.0,Top 10,99.31,-0.95,0.0049379232505643,0.5384860639417272,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-02-01,2024,February,KIA Motors,4-Wheelers,17,531,10.0,Top 10,99.67,-0.98,0.0023984198645598,0.5384860639417272,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-03-01,2022,March,Tata Motors,4-Wheelers,2900,12708,1.0,Market Leader,0.0,6.8,0.7795698924731183,0.6436804832928661,Highly Concentrated,1.6,>30%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-03-01,2022,March,MG Motor,4-Wheelers,75,1647,3.0,Top 3,97.41,-0.8,0.0201612903225806,0.6436804832928661,Highly Concentrated,1.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-03-01,2022,March,Mahindra and Mahindra,4-Wheelers,701,4042,2.0,Top 3,75.83,0.88,0.1884408602150537,0.6436804832928661,Highly Concentrated,1.6,10-20%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-03-01,2022,March,BYD India,4-Wheelers,14,33,4.0,Top 5,99.52,-0.96,0.003763440860215,0.6436804832928661,Highly Concentrated,1.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-03-01,2022,March,Hyundai Motor,4-Wheelers,14,110,4.0,Top 5,99.52,-0.96,0.003763440860215,0.6436804832928661,Highly Concentrated,1.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-03-01,2022,March,BMW India,4-Wheelers,7,7,5.0,Top 5,99.76,-0.98,0.0018817204301075,0.6436804832928661,Highly Concentrated,1.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-03-01,2022,March,Mercedes-Benz AG,4-Wheelers,5,26,6.0,Top 10,99.83,-0.99,0.0013440860215053,0.6436804832928661,Highly Concentrated,1.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-03-01,2022,March,Volvo Auto India,4-Wheelers,4,4,7.0,Top 10,99.86,-0.99,0.0010752688172043,0.6436804832928661,Highly Concentrated,1.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-03-01,2023,March,Tata Motors,4-Wheelers,5065,40754,1.0,Market Leader,0.0,4.74,0.5742630385487528,0.4303263814974213,Highly Concentrated,2.3,>30%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-03-01,2023,March,MG Motor,4-Wheelers,372,4924,3.0,Top 3,92.66,-0.58,0.0421768707482993,0.4303263814974213,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-03-01,2023,March,Mahindra and Mahindra,4-Wheelers,2745,17847,2.0,Top 3,45.8,2.11,0.3112244897959184,0.4303263814974213,Highly Concentrated,2.3,>30%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-03-01,2023,March,BYD India,4-Wheelers,348,953,4.0,Top 5,93.13,-0.61,0.0394557823129251,0.4303263814974213,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-03-01,2023,March,Hyundai Motor,4-Wheelers,35,686,8.0,Top 10,99.31,-0.96,0.0039682539682539,0.4303263814974213,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-03-01,2023,March,PCA Automobiles,4-Wheelers,151,151,5.0,Top 5,97.02,-0.83,0.0171201814058956,0.4303263814974213,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-03-01,2023,March,BMW India,4-Wheelers,40,292,6.0,Top 10,99.21,-0.95,0.0045351473922902,0.4303263814974213,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-03-01,2023,March,Mercedes-Benz AG,4-Wheelers,10,97,10.0,Top 10,99.8,-0.99,0.0011337868480725,0.4303263814974213,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-03-01,2023,March,Volvo Auto India,4-Wheelers,37,109,7.0,Top 10,99.27,-0.96,0.0041950113378684,0.4303263814974213,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-03-01,2023,March,KIA Motors,4-Wheelers,17,229,9.0,Top 10,99.66,-0.98,0.0019274376417233,0.4303263814974213,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-03-01,2024,March,Tata Motors,4-Wheelers,6606,88935,1.0,Market Leader,0.0,6.56,0.7560082398718242,0.5891142158744365,Highly Concentrated,1.7,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2024-03-01,2024,March,MG Motor,4-Wheelers,885,13753,2.0,Top 3,86.6,0.01,0.1012817578393225,0.5891142158744365,Highly Concentrated,1.7,10-20%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-03-01,2024,March,Mahindra and Mahindra,4-Wheelers,708,41193,3.0,Top 3,89.28,-0.19,0.081025406271458,0.5891142158744365,Highly Concentrated,1.7,5-10%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-03-01,2024,March,BYD India,4-Wheelers,142,2419,4.0,Top 5,97.85,-0.84,0.0162508583199816,0.5891142158744365,Highly Concentrated,1.7,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2024-03-01,2024,March,Hyundai Motor,4-Wheelers,116,2076,6.0,Top 10,98.24,-0.87,0.0132753490501258,0.5891142158744365,Highly Concentrated,1.7,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2024-03-01,2024,March,PCA Automobiles,4-Wheelers,130,1684,5.0,Top 5,98.03,-0.85,0.014877546349279,0.5891142158744365,Highly Concentrated,1.7,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2024-03-01,2024,March,BMW India,4-Wheelers,55,1370,7.0,Top 10,99.17,-0.94,0.0062943465323872,0.5891142158744365,Highly Concentrated,1.7,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
